sid,time,altitude,acceleration,acceleration-X,acceleration-Y,acceleration-Z,SPS,Reliability,RSSI
3531,120.004,0.72,1.00,-0.98,0.20,-0.10,11.47,99.8,-96
3534,120.255,0.65,1.04,-1.03,0.15,-0.05,11.39,99.8,-96
3535,120.339,0.61,0.99,-0.98,0.15,-0.05,11.39,99.8,-96
3536,120.422,0.61,1.05,-1.03,0.15,-0.15,11.39,99.8,-96
3537,120.506,0.61,1.04,-1.03,0.15,-0.10,11.39,99.8,-96
3538,120.589,0.63,1.04,-1.03,0.15,-0.10,11.08,99.8,-96
3540,120.757,0.65,1.05,-1.03,0.20,-0.10,11.50,99.8,-95
3541,120.840,0.67,1.04,-1.03,0.15,-0.10,11.51,99.8,-95
3542,120.924,0.65,0.99,-0.98,0.10,-0.05,11.53,99.8,-95
3543,121.008,0.65,1.05,-1.03,0.20,-0.05,11.23,99.8,-95
3546,121.275,0.72,1.03,-1.03,0.10,-0.05,11.55,99.8,-95
3547,121.375,0.73,1.04,-1.03,0.15,-0.10,11.53,99.8,-95
3548,121.476,0.70,1.05,-1.03,0.20,-0.05,11.51,99.8,-95
3549,121.576,0.70,1.05,-1.03,0.20,0.00,11.17,99.8,-95
3552,121.860,0.71,1.14,-0.98,-0.20,-0.54,11.47,99.8,-79
3553,121.944,0.65,1.12,-1.08,0.24,-0.20,11.47,99.8,-79
3554,122.027,0.62,1.02,-0.98,0.29,-0.05,11.47,99.8,-79
3555,122.111,0.62,1.12,-1.08,0.10,-0.29,11.47,99.8,-79
3558,122.362,1.21,2.85,-2.84,0.15,0.00,11.39,99.9,-90
3559,122.446,3.87,2.80,-2.79,0.15,-0.10,11.39,99.9,-90
3560,122.529,5.95,2.80,-2.79,0.10,0.05,11.39,99.9,-90
3561,122.613,5.95,2.85,-2.84,0.15,-0.05,11.39,99.9,-90
3562,122.696,7.65,2.70,-2.70,0.05,-0.05,11.08,99.9,-90
3564,122.864,10.51,2.41,-2.40,0.20,-0.05,11.50,99.9,-102
3565,122.947,14.22,2.41,-2.40,0.15,0.00,11.51,99.9,-102
3566,123.031,17.15,2.41,-2.40,0.15,0.00,11.53,99.9,-102
3567,123.114,17.15,2.36,-2.35,0.10,0.10,11.23,99.9,-102
3570,123.382,23.30,2.12,-2.11,0.20,0.00,11.54,99.9,-106
3571,123.482,27.70,2.16,-2.16,0.15,-0.05,11.53,99.9,-106
3572,123.582,31.23,2.11,-2.11,0.05,-0.05,11.51,99.9,-106
3573,123.682,31.23,2.01,-2.01,0.00,0.00,11.17,99.9,-106
3576,123.966,38.53,0.51,0.34,0.15,-0.34,11.47,99.9,-103
3577,124.049,42.46,0.66,0.34,0.15,-0.54,11.47,99.9,-103
3578,124.133,44.92,0.65,0.34,0.10,-0.54,11.47,99.9,-103
3579,124.217,44.92,0.53,0.39,0.20,-0.29,11.47,99.9,-103
3582,124.468,49.25,0.29,0.20,0.10,-0.20,11.39,99.9,-100
3583,124.551,52.08,0.38,0.24,0.15,-0.24,11.39,99.9,-100
3584,124.635,54.38,0.36,0.20,0.05,-0.29,11.39,99.9,-100
3585,124.719,54.38,0.39,0.24,0.10,-0.29,11.15,99.9,-100
3586,124.802,56.14,0.39,0.24,0.05,-0.29,11.17,99.9,-100
3588,124.969,59.04,0.25,0.15,0.15,-0.15,11.59,99.9,-113
3589,125.053,61.65,0.18,0.15,0.10,-0.05,11.38,99.9,-113
3590,125.137,63.65,0.26,0.10,0.20,-0.15,11.38,99.9,-113
3591,125.220,63.65,0.33,0.20,0.10,-0.24,11.38,99.9,-113
3594,125.488,67.67,0.27,0.05,0.10,-0.24,11.70,99.9,-108
3595,125.588,69.80,0.27,0.05,0.10,-0.24,11.69,99.9,-108
3596,125.688,71.48,0.22,0.05,0.10,-0.20,11.26,99.9,-108
3597,125.789,71.48,0.26,0.10,0.15,-0.20,11.25,99.9,-108
3600,126.073,74.73,0.35,0.05,0.24,-0.24,11.55,99.9,-101
3601,126.156,76.01,0.24,0.00,0.20,-0.15,11.55,99.9,-101
3602,126.240,77.12,0.29,0.05,0.24,-0.15,11.22,99.9,-101
3603,126.324,77.12,0.25,0.05,0.20,-0.15,11.22,99.9,-101
3606,126.574,79.26,0.21,0.05,0.15,-0.15,11.55,99.9,-99
3607,126.658,79.95,0.31,0.00,0.24,-0.20,11.55,99.9,-99
3608,126.742,80.50,0.21,0.00,0.15,-0.15,11.23,99.9,-99
3609,126.825,80.50,0.25,0.05,0.15,-0.20,11.25,99.9,-99
3612,127.076,81.43,0.23,0.10,0.15,-0.15,11.59,99.9,-98
3613,127.160,81.52,0.28,0.05,0.20,-0.20,11.61,99.9,-98
3614,127.243,81.57,0.29,0.00,0.15,-0.24,11.31,99.9,-98
3615,127.327,81.57,0.25,0.05,0.15,-0.20,11.31,99.9,-98
3616,127.411,81.58,0.28,0.05,0.20,-0.20,11.31,99.9,-98
3618,127.578,81.57,0.36,-0.10,0.05,-0.34,11.72,99.9,-102
3619,127.662,47.59,13.11,-12.40,-4.26,-0.05,11.38,99.9,-102
3620,127.745,40.75,0.68,0.15,0.39,-0.54,11.38,99.9,-102
3621,127.829,40.75,0.56,0.10,0.24,-0.49,11.38,99.9,-102
3624,128.096,59.56,5.05,0.05,-0.74,-5.00,11.70,99.9,-100
3625,128.197,62.87,4.43,-0.44,0.00,-4.41,11.35,99.9,-100
3626,128.297,65.38,1.76,-0.34,-1.42,-0.98,11.34,99.9,-100
3627,128.397,65.38,2.66,0.39,-2.60,-0.39,11.32,99.9,-100
3630,128.681,69.51,2.22,0.93,-0.78,-1.86,11.62,99.9,-108
3631,128.765,69.76,2.10,0.93,-0.88,-1.67,11.62,99.9,-108
3632,128.849,69.87,1.82,0.78,-0.83,-1.42,11.22,99.9,-108
3633,128.932,69.87,1.41,0.59,-0.69,-1.08,11.22,99.9,-108
3636,129.183,70.28,1.20,0.83,-0.44,-0.74,11.55,99.9,-100
3637,129.267,69.95,1.17,0.98,-0.10,-0.64,11.55,99.9,-100
3638,129.350,69.63,0.99,0.69,0.39,-0.59,11.23,99.9,-100
3639,129.434,69.63,1.17,0.74,0.74,-0.54,11.25,99.9,-100
3640,129.518,69.46,1.43,0.83,1.08,-0.44,11.26,99.9,-100
3642,129.685,69.27,1.19,0.88,0.29,0.74,11.69,99.9,-103
3643,129.768,68.82,1.17,0.88,0.24,0.74,11.39,99.9,-103
3644,129.852,68.49,1.00,0.88,0.15,0.44,11.39,99.9,-103
3645,129.936,68.49,0.87,0.83,0.10,0.24,11.39,99.9,-103
3648,130.203,67.88,1.11,1.08,-0.20,-0.20,11.70,99.9,-109
3649,130.303,67.38,1.24,1.13,-0.34,-0.39,11.35,99.9,-109
3650,130.404,67.01,1.18,1.08,-0.29,-0.39,11.34,99.9,-109
3651,130.504,67.01,1.11,0.98,-0.15,-0.49,11.32,99.9,-109
3652,130.604,66.68,1.17,0.98,-0.24,-0.59,11.31,99.9,-109
3653,130.705,66.38,1.28,1.08,-0.24,-0.64,11.29,99.9,-109
3654,130.788,66.23,0.87,0.83,0.24,-0.10,10.88,99.9,-103
3655,130.872,65.51,1.16,1.13,0.24,-0.10,10.88,99.9,-103
3656,130.955,65.00,1.60,1.52,0.49,-0.15,11.37,94.4,-103
3657,131.039,65.00,1.50,1.42,0.29,-0.39,11.37,94.4,-103
3658,131.123,64.51,1.40,1.32,0.24,-0.39,11.04,94.4,-103
3659,131.206,64.19,1.21,1.13,0.10,-0.44,11.06,94.4,-103
3666,131.373,61.84,0.97,0.88,0.39,0.05,11.00,94.4,-100
3667,131.540,61.15,0.99,0.88,0.44,0.05,11.43,94.8,-100
3668,131.707,60.65,1.01,0.98,0.24,0.00,11.04,94.8,-100
3669,131.874,60.65,1.01,0.98,0.24,-0.05,10.97,94.8,-100
3670,132.040,60.15,0.89,0.83,0.20,-0.24,10.89,94.8,-100
3672,132.307,59.46,1.07,0.74,0.44,-0.64,11.22,95.1,-98
3673,132.408,58.83,1.16,0.78,0.44,-0.74,10.86,95.1,-98
3674,132.508,58.28,1.30,0.88,0.54,-0.78,10.85,95.1,-98
