sid,time,altitude,acceleration,acceleration-X,acceleration-Y,acceleration-Z,SPS,Reliability,RSSI
2868,-0.549,0.00,1.24,0.00,1.18,-0.39,0.00,100.0,-47
2869,-0.349,-0.07,1.20,-0.05,1.18,-0.24,0.00,100.0,-47
2870,-0.149,-0.09,1.24,0.00,1.18,-0.39,0.00,100.0,-47
2871,0.051,-0.09,1.12,0.00,1.08,-0.29,0.00,100.0,-47
2872,0.251,-0.13,1.22,0.00,1.18,-0.34,0.00,100.0,-47
2873,0.451,-0.16,1.27,0.00,1.22,-0.34,0.00,100.0,-47
2874,0.535,-0.10,1.22,0.00,1.18,-0.34,5.54,100.0,-49
2875,0.618,-0.10,1.17,-0.05,1.13,-0.29,5.14,100.0,-49
2876,0.702,-0.13,1.26,0.00,1.18,-0.44,4.80,100.0,-49
2877,0.785,-0.13,1.20,-0.05,1.18,-0.24,4.50,100.0,-49
2878,0.869,-0.19,1.23,-0.05,1.18,-0.34,4.23,100.0,-49
2879,0.952,-0.21,1.19,-0.05,1.13,-0.39,4.00,100.0,-49
2880,1.036,-0.20,1.24,-0.05,1.18,-0.39,7.58,100.0,-47
2881,1.119,-0.17,1.19,-0.05,1.13,-0.39,7.20,100.0,-47
2882,1.203,-0.07,1.27,-0.05,1.22,-0.34,6.85,100.0,-47
2883,1.286,-0.07,1.23,-0.05,1.18,-0.34,6.54,100.0,-47
2884,1.370,-0.10,1.18,0.00,1.13,-0.34,6.25,100.0,-47
2885,1.453,-0.08,1.20,0.00,1.18,-0.24,5.99,100.0,-47
2886,1.537,-0.06,1.21,0.00,1.18,-0.29,8.63,100.0,-51
2887,1.621,-0.10,1.24,0.00,1.18,-0.39,8.30,100.0,-51
2888,1.704,-0.12,1.26,0.00,1.18,-0.44,7.99,100.0,-51
2889,1.788,-0.12,1.26,-0.05,1.18,-0.44,7.70,100.0,-51
2890,1.871,-0.09,1.24,0.00,1.18,-0.39,7.44,100.0,-51
2891,1.955,-0.13,1.24,-0.05,1.18,-0.39,7.19,100.0,-51
2892,2.055,-0.09,1.24,-0.05,1.18,-0.39,9.22,100.0,-47
2893,2.156,-0.12,1.21,-0.05,1.18,-0.29,8.88,100.0,-47
2894,2.256,-0.09,1.22,0.00,1.18,-0.34,8.56,100.0,-47
2895,2.356,-0.09,1.18,0.00,1.13,-0.34,8.26,100.0,-47
2896,2.456,-0.12,1.24,0.00,1.18,-0.39,7.99,100.0,-47
2897,2.556,-0.15,1.23,-0.05,1.18,-0.34,7.73,100.0,-47
2898,2.640,-0.10,1.15,0.00,1.13,-0.24,9.41,100.0,-38
2899,2.724,-0.10,1.65,0.05,1.62,-0.34,9.17,100.0,-38
2900,2.807,-0.09,1.08,0.00,1.03,-0.34,8.94,100.0,-38
2901,2.891,-0.09,1.13,-0.05,1.13,-0.10,8.72,100.0,-38
2902,2.974,-0.17,1.25,0.05,1.13,-0.54,8.52,100.0,-38
